domain,key,en,ko,aliases
tree_dn,53527,Shattering Blow,Shattering Blow,
tree_dn,53539,Projectile Damage if Melee Hit,투사체 피해 if 근접 명중,
tree_dn,53560,Lightning Skill Chain Chance,번개 Skill 연쇄 확률,
tree_dn,53566,Run and Gun,Run 및 Gun,
tree_dn,53589,Attribute,능력치,
tree_dn,53595,Poison Damage,독 피해,
tree_dn,53607,Fortified Location,Fortified Location,
tree_dn,53632,Fire Damage,화염 피해,
tree_dn,53647,Armour and Evasion,방어도 및 회피,
tree_dn,53675,Presence Area,Presence 범위,
tree_dn,53683,Efficient Loading,Efficient Loading,
tree_dn,53696,Attack Mastery,공격 숙련,
tree_dn,53697,Attribute,능력치,
tree_dn,53698,Attack Damage,공격 피해,
tree_dn,53719,Attribute,능력치,
tree_dn,53762,Reduced Attribute Requirements,감소 능력치 Requirements,
tree_dn,53771,Projectile Damage,투사체 피해,
tree_dn,53785,Attack Area,공격 범위,
tree_dn,53804,Fire Damage,화염 피해,
tree_dn,53822,Rage when Hit,격노 when 명중,
tree_dn,53823,Towering Shield,Towering 방패,
tree_dn,53853,Backup Plan,Backup Plan,
tree_dn,5386,Fire Damage,화염 피해,
tree_dn,53893,Damage and Companion Damage,피해 및 동료 피해,
tree_dn,53895,Grenade Fuse Duration,수류탄 Fuse 지속시간,
tree_dn,5390,Freeze Buildup,동결 누적,
tree_dn,53901,Shield Block,방패 막기,
tree_dn,53910,Forbidden Path,Forbidden Path,
tree_dn,53921,Unbreaking,Unbreaking,
tree_dn,53935,Briny Carapace,Briny Carapace,
tree_dn,53938,Attack Damage,공격 피해,
tree_dn,53941,Shimmering,Shimmering,
tree_dn,53958,Mana Flask Recovery,마나 플라스크 Recovery,
tree_dn,53960,Attribute,능력치,
tree_dn,53965,Lightning Penetration,번개 Penetration,
tree_dn,53975,Spell Damage,주문 피해,
tree_dn,5398,Totem Cast Speed,토템 시전 속도,
tree_dn,53989,Rage on Hit,격노 시 명중,
tree_dn,53996,Melee Damage,근접 피해,
tree_dn,54031,The Great Boar,The Great Boar,
tree_dn,54036,Minion Damage,소환수 피해,
tree_dn,54058,Dagger Critical Damage,Dagger 치명타 피해,
tree_dn,54067,Arcane Surge on Critical Hit,Arcane Surge 시 치명타 명중,
tree_dn,5407,Attack Mastery,공격 숙련,
tree_dn,54099,Attribute,능력치,
tree_dn,541,Shapeshifted Energy Shield Recharge,Shapeshifted 에너지 보호막 재충전,
tree_dn,5410,Channelled Heritage,Channelled Heritage,
tree_dn,54127,Jewel Socket,주얼 Socket,
tree_dn,54138,Sword Speed,Sword 속도,
tree_dn,54148,Smoke Inhalation,Smoke Inhalation,
tree_dn,54152,Sprint Movement Speed,Sprint 이동 속도,
tree_dn,54176,Shock Chance,감전 확률,
tree_dn,54194,Life Recoup,생명력 회생,
tree_dn,54228,Physical Damage,물리 피해,
tree_dn,54232,Attribute,능력치,
tree_dn,54282,Attribute,능력치,
tree_dn,54283,Armour,방어도,
tree_dn,54288,Life Recoup,생명력 회생,
tree_dn,54289,Gift of the Plains,Gift의 the Plains,
tree_dn,54297,Life Costs and Chaos Damage,생명력 Costs 및 카오스 피해,
tree_dn,54311,Flammability Magnitude,Flammability Magnitude,
tree_dn,54340,Armour Mastery,방어도 숙련,
tree_dn,54351,Life on Kill,생명력 시 Kill,
tree_dn,54378,Recover Mana on consuming Power Charge,Recover 마나 시 consuming 권능 충전,
tree_dn,54380,Poison Mastery,독 숙련,
tree_dn,54413,Spell Suppression Mastery,주문 Suppression 숙련,
tree_dn,54416,Armour,방어도,
tree_dn,54417,Attribute,능력치,
tree_dn,54437,Attack Damage on Low Life,공격 피해 시 Low 생명력,
tree_dn,54447,WITCH,WITCH,
tree_dn,54453,Minion Damage and Life,소환수 피해 및 생명력,
tree_dn,54485,Strength,Strength,
tree_dn,54512,Maximum Rage,최대 격노,
tree_dn,54521,Attribute,능력치,
tree_dn,54545,Daze Magnitude,Daze Magnitude,
tree_dn,54557,Cold Penetration,냉기 Penetration,
tree_dn,54562,Critical Chance,치명타 확률,
tree_dn,54631,Quiver Effect,화살통 효과,
tree_dn,54632,Minion Life and Chaos Resistance,소환수 생명력 및 카오스 저항,
tree_dn,54640,Constricting,Constricting,
tree_dn,54675,Lightning Damage,번개 피해,
tree_dn,54676,Life Regeneration,생명력 재생,
tree_dn,54678,Shock Chance,감전 확률,
tree_dn,54701,Thorns,Thorns,
tree_dn,54708,Mana Regeneration,마나 재생,
tree_dn,54725,Curse Activation Speed and Effect,저주 Activation 속도 및 효과,
tree_dn,54746,Ailment Chance and Effect,상태 이상 확률 및 효과,
tree_dn,54783,Energy Shield Mastery,에너지 보호막 숙련,
tree_dn,54785,Shield Block,방패 막기,
tree_dn,54805,Hindered Capabilities,Hindered Capabilities,
tree_dn,54811,Attribute,능력치,
tree_dn,54814,Profane Commander,Profane Commander,
tree_dn,54818,Attribute,능력치,
tree_dn,54838,Right Where We Want Them,Right Where We Want Them,
tree_dn,54849,Minion Offence Mastery,소환수 Offence 숙련,
tree_dn,54883,Chaos Damage,카오스 피해,
tree_dn,54886,Two Handed Damage and Stun,Two Handed 피해 및 기절,
tree_dn,54887,Cold Mastery,냉기 숙련,
tree_dn,54892,Armour and Evasion,방어도 및 회피,
tree_dn,54911,Firestarter,Firestarter,
tree_dn,54923,Glory Generation,Glory Generation,
tree_dn,54934,Fire Damage when consuming an Endurance Charge,화염 피해 when consuming an 인내 충전,
tree_dn,54937,Vengeful Fury,Vengeful Fury,
tree_dn,54962,Life Regeneration while Stationary,생명력 재생 동안 Stationary,
tree_dn,54964,Sentinels,Sentinels,
tree_dn,54975,Slow Effect,Slow 효과,
tree_dn,54982,Fire Resistance,화염 저항,
tree_dn,54983,Attack Critical Chance,공격 치명타 확률,
tree_dn,54984,Attribute,능력치,
tree_dn,54985,Bolt Speed,화살 속도,
tree_dn,54990,Bloodletting,Bloodletting,
tree_dn,54998,Protraction,Protraction,
tree_dn,54999,Ancestral Boosted Attack Damage and Stun,선조 Boosted 공격 피해 및 기절,
tree_dn,55,Fast Acting Toxins,Fast Acting Toxins,
tree_dn,5501,Critical Overload,치명타 Overload,
tree_dn,55011,Caster Mastery,시전자 숙련,
tree_dn,55033,Channelling Life Recoup,집중 유지 생명력 회생,
tree_dn,55041,Spell Damage and Projectile Speed,주문 피해 및 투사체 속도,
tree_dn,55048,Pain Attunement,Pain 조율,
tree_dn,55058,Melee Damage against Immobilised,근접 피해 against Immobilised,
tree_dn,55060,Shrapnel,Shrapnel,
tree_dn,55063,Life Leech and Slower Leech,생명력 흡수 및 Slower 흡수,
tree_dn,55066,Attack Damage vs Bleeding Enemies,공격 피해 상대 출혈 Enemies,
tree_dn,55088,Critical Chance,치명타 확률,
tree_dn,55101,Elemental Damage,원소 피해,
tree_dn,55104,Spell Damage,주문 피해,
tree_dn,55118,Charm Charges,참 충전,
tree_dn,55131,Light on your Feet,Light 시 your Feet,
tree_dn,55135,Forced Outcome,Forced Outcome,
tree_dn,55149,Pure Chaos,Pure 카오스,
tree_dn,55152,Totem Mastery,토템 숙련,
tree_dn,55180,Relentless Fallen,Relentless Fallen,
tree_dn,55190,Jewel Socket,주얼 Socket,
tree_dn,55193,Subterfuge Mask,Subterfuge Mask,
tree_dn,55227,Mana Leech,마나 흡수,
tree_dn,55231,Bleeding Chance,출혈 확률,
tree_dn,55235,Mark Mastery,징표 숙련,
tree_dn,55241,Additional Spell Projectiles,추가 주문 투사체,
tree_dn,55250,Cold Penetration,냉기 Penetration,
tree_dn,55260,Freeze Threshold,동결 한계값,
tree_dn,55270,Pin Buildup,Pin 누적,
tree_dn,55275,Evasion,회피,
tree_dn,55276,Attribute,능력치,
tree_dn,55308,Sling Shots,Sling Shots,
tree_dn,55329,Parried Duration,Parried 지속시간,
tree_dn,55342,Attribute,능력치,
tree_dn,55348,Attack Mastery,공격 숙련,
tree_dn,55375,Licking Wounds,Licking Wounds,
tree_dn,55377,Attack Area and Combo,공격 범위 및 Combo,
tree_dn,55397,Flask Charges Gained,플라스크 충전 획득,
tree_dn,55400,Lightning Penetration,번개 Penetration,
tree_dn,55405,Corpses,Corpses,
tree_dn,55412,Slow Effect on You,Slow 효과 시 You,
tree_dn,55420,Curse Effect,저주 효과,
tree_dn,55422,Physical Damage,물리 피해,
tree_dn,55429,Projectile Damage,투사체 피해,
tree_dn,5544,Thorn Critical Damage,Thorn 치명타 피해,
tree_dn,55450,Rallying Form,Rallying Form,
tree_dn,55463,Shock Chance,감전 확률,
tree_dn,55473,Melee Damage,근접 피해,
tree_dn,55478,Attack Area Damage and Area,공격 범위 피해 및 범위,
tree_dn,55491,Reservation Mastery,Reservation 숙련,
tree_dn,55507,Elemental Damage,원소 피해,
tree_dn,55536,Gemling Legionnaire,Gemling Legionnaire,
tree_dn,55554,Shock Chance,감전 확률,
tree_dn,55568,Forthcoming,Forthcoming,
tree_dn,55572,Cold and Fire Damage,냉기 및 화염 피해,
tree_dn,55575,Physical as Extra Chaos Damage,물리 as Extra 카오스 피해,
tree_dn,55582,Skill Gem Quality,Skill 젬 Quality,
tree_dn,55596,Critical Damage,치명타 피해,
tree_dn,55598,Ailment Threshold,상태 이상 한계값,
tree_dn,55611,Elemental Damage,원소 피해,
tree_dn,55617,Armour and Evasion while Surrounded,방어도 및 회피 동안 포위,
tree_dn,55621,Critical Chance,치명타 확률,
tree_dn,5563,Flask Recovery,플라스크 Recovery,
tree_dn,55635,Damage and Companion Damage,피해 및 동료 피해,
tree_dn,5564,Electrocute Buildup,Electrocute 누적,
tree_dn,55664,Presence Area and Companion Area,Presence 범위 및 동료 범위,
tree_dn,55668,Attribute,능력치,
tree_dn,55672,Shapeshifted Accuracy Rating,Shapeshifted 정확도 Rating,
tree_dn,55680,Spear Attack Speed,창 공격 속도,
tree_dn,55700,All Attributes,모든 능력치,
tree_dn,55708,Electric Amplification,Electric Amplification,
tree_dn,5571,The Unseen Path,The Unseen Path,
tree_dn,55724,Incision Chance,Incision 확률,
tree_dn,55746,Rage on Hit,격노 시 명중,
tree_dn,55789,Critical Damage,치명타 피해,
tree_dn,55796,Predatory Instinct,Predatory Instinct,
tree_dn,558,Fire Damage,화염 피해,
tree_dn,5580,Watchtowers,Watchtowers,
tree_dn,55802,Attribute,능력치,
tree_dn,55807,Mana Regeneration,마나 재생,
tree_dn,55817,Alchemical Oil,Alchemical Oil,
tree_dn,55829,Attack Area,공격 범위,
tree_dn,55835,Exposed to the Cosmos,Exposed에 the Cosmos,
tree_dn,55843,Armour and Energy Shield Mastery,방어도 및 에너지 보호막 숙련,
tree_dn,55846,Life on Kill,생명력 시 Kill,
tree_dn,55847,Ice Walls,Ice Walls,
tree_dn,55872,Offering Effect,공물 효과,
tree_dn,55888,Armour and Energy Shield,방어도 및 에너지 보호막,
tree_dn,55897,Shapeshifted Mana Regeneration,Shapeshifted 마나 재생,
tree_dn,55909,Infused Spell Damage,Infused 주문 피해,
tree_dn,55925,Maximum Rage while Shapeshifted,최대 격노 동안 Shapeshifted,
tree_dn,55930,Glory Generation,Glory Generation,
tree_dn,55931,Armour Applies to Fire Damage Hits,방어도 Applies에 화염 피해 명중,
tree_dn,55933,Attribute,능력치,
tree_dn,55938,Archon Effect,Archon 효과,
tree_dn,5594,Decrepifying Curse,Decrepifying 저주,
tree_dn,55947,Spell Critical Chance,주문 치명타 확률,
tree_dn,55995,Frenzy Charge Duration,격분 충전 지속시간,
tree_dn,56016,Passthrough Rounds,Passthrough Rounds,
tree_dn,56023,Projectile Mastery,투사체 숙련,
tree_dn,56045,Attribute,능력치,
tree_dn,56061,Damage against Burning Enemies,피해 against Burning Enemies,
tree_dn,56063,Lingering Horror,Lingering Horror,
tree_dn,56090,Chance to Poison and Spell Damage,확률에 독 및 주문 피해,
tree_dn,56104,Armour Break,방어도 파괴,
tree_dn,56112,Extinguishing Exhalation,Extinguishing Exhalation,
tree_dn,56118,Damage against Enemies on Low Life,피해 against Enemies 시 Low 생명력,
tree_dn,56162,Grasping Wounds,Grasping Wounds,
tree_dn,56174,Armour,방어도,
tree_dn,56214,Ignite Duration,점화 지속시간,
tree_dn,56216,Attribute,능력치,
tree_dn,56219,Rage Decay,격노 Decay,
tree_dn,56237,Enhancing Attacks,Enhancing 공격,
tree_dn,56265,Throatseeker,Throatseeker,
tree_dn,56284,Minion Attack and Cast Speed,소환수 공격 및 시전 속도,
tree_dn,56320,Armour Mastery,방어도 숙련,
tree_dn,56325,Evasion and Reduced Movement Penalty,회피 및 감소 이동 Penalty,
tree_dn,56330,Bleeding Chance on Critical,출혈 확률 시 치명타,
tree_dn,56331,Choice of Life,Choice의 생명력,
tree_dn,56334,Energy and Critical Chance,에너지 및 치명타 확률,
tree_dn,56336,Curse Activation Speed and Effect,저주 Activation 속도 및 효과,
tree_dn,56342,Rage when Hit,격노 when 명중,
tree_dn,56349,Chaos Inoculation,카오스 Inoculation,
tree_dn,56360,Power Charge Duration,권능 충전 지속시간,
tree_dn,56366,Silent Shiv,Silent Shiv,
tree_dn,56368,Shapeshifted Life Regeneration,Shapeshifted 생명력 재생,
tree_dn,56388,Reinforced Rallying,Reinforced Rallying,
tree_dn,56409,Elemental Ailment Chance,원소 상태 이상 확률,
tree_dn,5642,Behemoth,Behemoth,
tree_dn,56453,Killer Instinct,Killer Instinct,
tree_dn,56466,Night's Bite,Night's Bite,
tree_dn,56472,Projectile Mastery,투사체 숙련,
tree_dn,56488,Glancing Deflection,Glancing Deflection,
tree_dn,56493,Agile Succession,Agile Succession,
tree_dn,56505,Immobilisation Buildup,Immobilisation 누적,
tree_dn,56547,Plant Skill Damage,Plant Skill 피해,
tree_dn,56564,Energy Shield Recharge,에너지 보호막 재충전,
tree_dn,56567,Accuracy,정확도,
tree_dn,56595,Attack Mastery,공격 숙련,
tree_dn,56605,Bulwark,Bulwark,
tree_dn,56616,Desperate Times,Desperate Times,
tree_dn,56618,Fulminating Concoction,Fulminating 혼합물,
tree_dn,5663,Endurance,인내,
tree_dn,56638,Stun Threshold if not Stunned recently,기절 한계값 if not Stunned recently,
tree_dn,56640,Spell Critical Damage,주문 치명타 피해,
tree_dn,56649,Cold Penetration,냉기 Penetration,
tree_dn,56651,Projectile Damage,투사체 피해,
tree_dn,56703,Cast Speed,시전 속도,
tree_dn,56714,Swift Flight,Swift Flight,
tree_dn,56729,Reduced Attribute Requirements and All Attributes,감소 능력치 Requirements 및 모든 능력치,
tree_dn,56757,Totem Placement Speed,토템 Placement 속도,
tree_dn,56761,Melee Damage,근접 피해,
tree_dn,56762,Cast Speed,시전 속도,
tree_dn,56767,Electrifying Daze,Electrifying Daze,
tree_dn,56776,Cooked,Cooked,
tree_dn,56783,Area of Effect,범위의 효과,
tree_dn,56806,Swift Blocking,Swift Blocking,
tree_dn,5681,Fortify Mastery,Fortify 숙련,
tree_dn,56818,Elemental Attack Damage,원소 공격 피해,
tree_dn,56838,Evasion and Energy Shield,회피 및 에너지 보호막,
tree_dn,56841,Frenzy Charge Duration,격분 충전 지속시간,
tree_dn,56842,Stun Buildup,기절 누적,
tree_dn,56844,Archon Duration,Archon 지속시간,
tree_dn,56847,Herald Damage,Herald 피해,
tree_dn,56857,Sacred Rituals,Sacred Rituals,
tree_dn,5686,Chillproof,Chillproof,
tree_dn,56860,Resolute Reprisal,Resolute Reprisal,
tree_dn,56876,Energy Shield if Consumed Power Charge,에너지 보호막 if Consumed 권능 충전,
tree_dn,56890,Endlessly Soaring,Endlessly Soaring,
tree_dn,56893,Thicket Warding,Thicket Warding,
tree_dn,56897,Ballista Critical Damage,Ballista 치명타 피해,
tree_dn,56910,Battle-hardened,Battle-hardened,
tree_dn,56914,Lightning Penetration,번개 Penetration,
tree_dn,5692,Chill Magnitude,냉각 Magnitude,
tree_dn,56926,Minion Defence Mastery,소환수 Defence 숙련,
tree_dn,56928,Attack Speed and Flask Duration,공격 속도 및 플라스크 지속시간,
tree_dn,56933,Druidic Champion,Druidic Champion,
tree_dn,56934,Fire Mastery,화염 숙련,
tree_dn,56935,Attribute,능력치,
tree_dn,5695,Archon Duration,Archon 지속시간,
tree_dn,56956,Minion Life and Chaos Resistance,소환수 생명력 및 카오스 저항,
tree_dn,56978,Attribute,능력치,
tree_dn,56988,Electric Blood,Electric 피,
tree_dn,56996,Totem Life,토템 생명력,
tree_dn,56997,Heavy Contact,Heavy Contact,
tree_dn,56999,Locked On,Locked On,
tree_dn,57002,Rough Carapace,Rough Carapace,
tree_dn,5702,Attribute,능력치,
tree_dn,57021,Minion Area,소환수 범위,
tree_dn,5703,Echoing Thunder,Echoing Thunder,
tree_dn,57039,Cooldown Recovery Rate,Cooldown Recovery Rate,
tree_dn,5704,Accuracy and Attack Speed,정확도 및 공격 속도,
tree_dn,57047,Polymathy,Polymathy,
tree_dn,57069,Lightning Damage and Resistance,번개 피해 및 저항,
tree_dn,57079,Known by All,Known by 모든,
tree_dn,57088,Cold Penetration,냉기 Penetration,
tree_dn,57089,Defences and Companion Life,Defences 및 동료 생명력,
tree_dn,5710,Brutal,Brutal,
tree_dn,57110,Infused Flesh,Infused Flesh,
tree_dn,57141,Brew Concoction,Brew 혼합물,
tree_dn,57178,Spell Critical Chance and Critical Ailment Effect,주문 치명타 확률 및 치명타 상태 이상 효과,
tree_dn,57181,Critical Chance,치명타 확률,
tree_dn,57190,Doomsayer,Doomsayer,
tree_dn,57196,Attack Speed,공격 속도,
tree_dn,57202,Stun Threshold,기절 한계값,
tree_dn,57204,Critical Exploit,치명타 Exploit,
tree_dn,57227,Attack Critical Chance,공격 치명타 확률,
tree_dn,57230,Physical Damage,물리 피해,
tree_dn,57253,Path of the Warrior,Path의 the 전사,
tree_dn,5726,Elemental Mastery,원소 숙련,
tree_dn,57273,Shapeshifted Damage,Shapeshifted 피해,
tree_dn,5728,Ancient Aegis,고대 수호,
tree_dn,57320,Armour and Evasion Mastery,방어도 및 회피 숙련,
tree_dn,57373,Flammability Magnitude,Flammability Magnitude,
tree_dn,57379,In Your Face,In Your Face,
tree_dn,57386,Elemental Threshold,원소 한계값,
tree_dn,57388,Overwhelming Strike,Overwhelming Strike,
tree_dn,5740,Presence Area,Presence 범위,
tree_dn,57405,Area Damage,범위 피해,
tree_dn,57462,Projectile Speed,투사체 속도,
tree_dn,57471,Hunker Down,Hunker Down,
tree_dn,57513,Eldritch Battery,Eldritch Battery,
tree_dn,57517,Bleeding Damage,출혈 피해,
tree_dn,57518,Parry Damage,Parry 피해,
tree_dn,57552,One Handed Damage,One Handed 피해,
tree_dn,57555,Impale Chance,Impale 확률,
tree_dn,57571,Flammability Magnitude,Flammability Magnitude,
tree_dn,57596,Life Costs,생명력 Costs,
tree_dn,57608,Shapeshifted Physical Damage,Shapeshifted 물리 피해,
tree_dn,57615,Surpassing Arrow Chance,Surpassing 화살 확률,
tree_dn,57616,Banner Duration,깃발 지속시간,
tree_dn,57617,Shifted Strikes,Shifted Strikes,
tree_dn,57626,Cold and Fire Damage,냉기 및 화염 피해,
tree_dn,5766,Spell Damage,주문 피해,
tree_dn,57683,Life Recoup,생명력 회생,
tree_dn,57703,Attribute,능력치,
tree_dn,57710,Attribute,능력치,
tree_dn,57724,Chaos Damage,카오스 피해,
tree_dn,5777,Deadly Swarm,Deadly Swarm,
tree_dn,57774,Dual Wielding Speed,Dual Wielding 속도,
tree_dn,57775,Aura Mastery,오라 숙련,
tree_dn,57776,Energy Shield and Mana Regeneration,에너지 보호막 및 마나 재생,
tree_dn,57785,Trained Turrets,Trained Turrets,
tree_dn,57791,Spell Damage and Cast Speed,주문 피해 및 시전 속도,
tree_dn,57805,Clear Space,Clear Space,
tree_dn,57810,Shock Chance,감전 확률,
tree_dn,57816,Dexterity,Dexterity,
tree_dn,57819,Integrated Efficiency,Integrated 효율,
tree_dn,57821,Attribute,능력치,
tree_dn,57832,Ignite Magnitude,점화 Magnitude,
tree_dn,57846,Stun Buildup,기절 누적,
tree_dn,57863,Detonator Area,Detonator 범위,
tree_dn,57880,Axe Damage,Axe 피해,
tree_dn,57921,Wolf's Howl,Wolf's Howl,
tree_dn,57933,Companion Damage,동료 피해,
tree_dn,57945,Life Flask Charge Generation,생명력 플라스크 충전 Generation,
tree_dn,57959,Coal Stoker,Coal Stoker,
tree_dn,57966,Critical Mastery,치명타 숙련,
tree_dn,57967,Sturdy Mind,Sturdy Mind,
tree_dn,5797,Freeze Buildup and Cold Damage,동결 누적 및 냉기 피해,
tree_dn,57970,Frenzy Charge Duration,격분 충전 지속시간,
tree_dn,5800,Attack Damage and Accuracy,공격 피해 및 정확도,
tree_dn,58002,Physical Damage,물리 피해,
tree_dn,58013,Projectile Damage,투사체 피해,
tree_dn,58016,All Natural,모든 Natural,
tree_dn,5802,Stand and Deliver,Stand 및 Deliver,
tree_dn,58022,Chaos Damage,카오스 피해,
tree_dn,58038,Attack Damage while Surrounded,공격 피해 동안 포위,
tree_dn,58058,Bow Mastery,활 숙련,
tree_dn,58088,Block and Movement Penalty with Raised Shield,막기 및 이동 Penalty 보유 Raised 방패,
tree_dn,58090,Life Recoup,생명력 회생,
tree_dn,58096,Lasting Incantations,Lasting Incantations,
tree_dn,58109,Attribute,능력치,
tree_dn,58115,Mana on Kill,마나 시 Kill,
tree_dn,58117,Totem Damage,토템 피해,
tree_dn,58125,Shield Defences,방패 Defences,
tree_dn,58138,Armour and Energy Shield Mastery,방어도 및 에너지 보호막 숙련,
tree_dn,58149,Life Recovery Rate,생명력 Recovery Rate,
tree_dn,58157,Stun Recovery,기절 Recovery,
tree_dn,5817,Mirage Deadeye,Mirage Deadeye,
tree_dn,58170,Spell Damage,주문 피해,
tree_dn,58182,Life on Kill,생명력 시 Kill,
tree_dn,58183,Blood Tearing,피 Tearing,
tree_dn,58197,Unquenchable Iron,Unquenchable Iron,
tree_dn,58198,Well of Power,Well의 권능,
tree_dn,58215,Sanguimantic Rituals,Sanguimantic Rituals,
tree_dn,5826,Projectile Mastery,투사체 숙련,
tree_dn,58295,Attribute,능력치,
tree_dn,58312,Culling Strike Threshold,Culling Strike 한계값,
tree_dn,58329,Attribute,능력치,
tree_dn,58362,Elemental Ailment Chance,원소 상태 이상 확률,
tree_dn,58363,Archon Effect,Archon 효과,
tree_dn,58368,Minion Life,소환수 생명력,
tree_dn,58379,Acidic Concoction,Acidic 혼합물,
tree_dn,58387,Chaos Damage,카오스 피해,
tree_dn,58388,Life Flasks,생명력 Flasks,
tree_dn,58397,Proficiency,Proficiency,
tree_dn,58416,Projectile Speed,투사체 속도,
tree_dn,58426,Pocket Sand,Pocket Sand,
tree_dn,58496,Shapeshifted Damage against Immobilised,Shapeshifted 피해 against Immobilised,
tree_dn,58513,Evasion and Movement Speed,회피 및 이동 속도,
tree_dn,5852,Smith of Kitava,Smith의 Kitava,
tree_dn,58526,Deflection,Deflection,
tree_dn,58528,Melee Damage,근접 피해,
tree_dn,58539,Reduced Movement Penalty,감소 이동 Penalty,
tree_dn,58574,Reduced Mana,감소 마나,
tree_dn,58591,Enhanced Effectiveness,Enhanced Effectiveness,
tree_dn,5862,Lightning Resistance,번개 저항,
tree_dn,58644,Bleeding Damage,출혈 피해,
tree_dn,58646,Reactive Growth,Reactive Growth,
tree_dn,58651,Minion Damage,소환수 피해,
tree_dn,58674,Elemental Mastery,원소 숙련,
tree_dn,58704,Anvil's Weight,Anvil's Weight,
tree_dn,58714,Grenadier,Grenadier,
tree_dn,58718,Bleeding Damage,출혈 피해,
tree_dn,58747,Ultimate Command,Ultimate Command,
tree_dn,58751,Energy Shield,에너지 보호막,
tree_dn,58779,Deflection,Deflection,
tree_dn,58783,Life Leech. Armour and Evasion while Leeching,생명력 흡수. 방어도 및 회피 동안 Leeching,
tree_dn,58789,Stun and Ailment Threshold from Energy Shield,기절 및 상태 이상 한계값에서 에너지 보호막,
tree_dn,58814,Attribute,능력치,
tree_dn,58817,Artillery Strike,Artillery Strike,
tree_dn,58838,Stun Threshold,기절 한계값,
tree_dn,58848,Incision Chance,Incision 확률,
tree_dn,58855,Armour Mastery,방어도 숙련,
tree_dn,58884,Two Hand Mastery,Two Hand 숙련,
tree_dn,589,Rage on Melee Hit,격노 시 근접 명중,
tree_dn,58926,Freeze Buildup,동결 누적,
tree_dn,58930,Cast Speed,시전 속도,
tree_dn,58932,Eldritch Empowerment,Eldritch Empowerment,
tree_dn,58939,Dispatch Foes,Dispatch Foes,
tree_dn,58971,Ailment Threshold,상태 이상 한계값,
tree_dn,59,Incessant Cacophony,Incessant Cacophony,
tree_dn,59006,Reduced Duration,감소 지속시간,
tree_dn,59028,Projectile Damage,투사체 피해,
tree_dn,59039,Critical Damage,치명타 피해,
tree_dn,59053,Slow Effect and Hinder Duration,Slow 효과 및 Hinder 지속시간,
tree_dn,59061,Critical Damage,치명타 피해,
tree_dn,59064,Mark Effect,징표 효과,
tree_dn,59070,Enduring Archon,Enduring Archon,
tree_dn,59083,Ignite Magnitude,점화 Magnitude,
tree_dn,59093,Attribute,능력치,
tree_dn,59136,Chance to Poison and Spell Damage,확률에 독 및 주문 피해,
tree_dn,59180,Attack Damage,공격 피해,
tree_dn,5920,Attack Area Damage and Area,공격 범위 피해 및 범위,
tree_dn,59208,Frantic Fighter,Frantic Fighter,
tree_dn,59213,Stun Recovery,기절 Recovery,
tree_dn,59214,Fated End,Fated End,
tree_dn,59256,Critical Chance,치명타 확률,
tree_dn,59263,Ripping Blade,Ripping Blade,
tree_dn,59289,Immobilisation Buildup,Immobilisation 누적,
tree_dn,59303,Lucky Rabbit Foot,Lucky Rabbit Foot,
tree_dn,59342,Life Leech,생명력 흡수,
tree_dn,59355,Attack Mastery,공격 숙련,
tree_dn,59356,Flask Mastery,플라스크 숙련,
tree_dn,5936,Elemental Damage,원소 피해,
tree_dn,59362,Attribute,능력치,
tree_dn,59367,Slow Effect on You,Slow 효과 시 You,
tree_dn,59368,Stun Threshold,기절 한계값,
tree_dn,59372,Crushing Impacts,Crushing Impacts,
tree_dn,59376,Attribute,능력치,
tree_dn,59387,Infusion of Power,Infusion의 권능,
tree_dn,59390,Evasion if Consumed Frenzy Charge,회피 if Consumed 격분 충전,
tree_dn,59425,Life Recoup,생명력 회생,
tree_dn,59433,Thirst for Endurance,Thirst 동안 인내,
tree_dn,59446,Life Flask Charges,생명력 플라스크 충전,
tree_dn,59466,Empowered Attack Damage,Empowered 공격 피해,
tree_dn,59480,Area Damage,범위 피해,
tree_dn,59498,Presence Area,Presence 범위,
tree_dn,59501,Blind Mastery,Blind 숙련,
tree_dn,59503,Accuracy and Critical Chance,정확도 및 치명타 확률,
tree_dn,59538,Attribute,능력치,
tree_dn,59540,Mountain Splitter,Mountain Splitter,
tree_dn,59541,Necrotised Flesh,Necrotised Flesh,
tree_dn,59542,Far Shot,Far Shot,
tree_dn,59589,Heavy Armour,Heavy 방어도,
tree_dn,59596,Covering Ward,Covering Ward,
tree_dn,59600,Life Flasks,생명력 Flasks,
tree_dn,59603,Life Recoup,생명력 회생,
tree_dn,5961,Lightning Damage,번개 피해,
tree_dn,59636,Open Mind,Open Mind,
tree_dn,59644,Poison Damage,독 피해,
tree_dn,59647,Defences and Companion Life,Defences 및 동료 생명력,
tree_dn,59651,Offering Duration,공물 지속시간,
tree_dn,59653,Movement Speed,이동 속도,
tree_dn,59661,Faster Ignites and Flammability Magnitude,Faster Ignites 및 Flammability Magnitude,
tree_dn,59694,Quarterstaff Critical Damage,육척봉 치명타 피해,
tree_dn,59695,Mana Regeneration,마나 재생,
tree_dn,59710,Shapeshifting Spell Damage,Shapeshifting 주문 피해,
tree_dn,59720,Beastial Skin,Beastial Skin,
tree_dn,59759,Chayula's Gift,Chayula's Gift,
tree_dn,59767,Reverberating Impact,Reverberating Impact,
tree_dn,59775,Chaos Damage,카오스 피해,
