domain,key,en,ko,aliases
base,Ironhead Spear,Ironhead Spear,Ironhead 창,
base,Ironmail Gauntlets,Ironmail Gauntlets,Ironmail Gauntlets,
base,Ironwood Greathammer,Ironwood Greathammer,Ironwood Greathammer,
base,Ironwood Shortbow,Ironwood Shortbow,Ironwood Shortbow,
base,Ironwood Targe,Ironwood Targe,Ironwood Targe,
base,Itinerant Jacket,Itinerant Jacket,Itinerant Jacket,
base,Jade Amulet,Jade Amulet,Jade 목걸이,
base,Jade Club,Jade Club,Jade 곤봉,
base,Jade Talisman,Jade Talisman,Jade 부적,
base,Jade Tiara,Jade Tiara,Jade 관,
base,Jagged Greataxe,Jagged Greataxe,Jagged Greataxe,
base,Jagged Spear,Jagged Spear,Jagged 창,
base,Jewelled Gloves,Jewelled Gloves,Jewelled Gloves,
base,Jingling Buckler,Jingling Buckler,Jingling 버클러,
base,Jingling Crest Shield,Jingling Crest Shield,Jingling Crest 방패,
base,Jingling Focus,Jingling Focus,Jingling 집중구,
base,Juggernaut Plate,Juggernaut Plate,Juggernaut Plate,
base,Jungle Tiara,Jungle Tiara,Jungle 관,
base,Kalguuran Forgehammer,Kalguuran Forgehammer,Kalguuran Forgehammer,
base,Kamasan Tiara,Kamasan Tiara,Kamasan 관,
base,Keen Greatsword,Keen Greatsword,Keen Greatsword,
base,Keth Raiment,Keth Raiment,Keth 의복,
base,Keyblade,Keyblade,Keyblade,
base,Knight Armour,Knight Armour,Knight 방어도,
base,Knightly Mitts,Knightly Mitts,Knightly 장갑,
base,Kris Knife,Kris Knife,Kris Knife,
base,Lace Hood,Lace Hood,Lace Hood,
base,Laced Boots,Laced Boots,Laced Boots,
base,Laced Sandals,Laced Sandals,Laced Sandals,
base,Lamellar Mail,Lamellar Mail,Lamellar 갑옷,
base,Laminate Buckler,Laminate Buckler,Laminate 버클러,
base,Lapis Amulet,Lapis Amulet,Lapis 목걸이,
base,Lattice Sandals,Lattice Sandals,Lattice Sandals,
base,Lavish Crown,Lavish Crown,Lavish Crown,
base,Layered Gauntlets,Layered Gauntlets,Layered Gauntlets,
base,Layered Vest,Layered Vest,Layered Vest,
base,Lazuli Ring,Lazuli Ring,Lazuli 반지,
base,Leaden Greathammer,Leaden Greathammer,Leaden Greathammer,
base,Leather Buckler,Leather Buckler,Leather 버클러,
base,Leather Vest,Leather Vest,Leather Vest,
base,Leatherbound Hood,Leatherbound Hood,Leatherbound Hood,
base,Leatherplate Boots,Leatherplate Boots,Leatherplate Boots,
base,Lesser Life Flask,Lesser Life Flask,Lesser 생명력 플라스크,
base,Lesser Mana Flask,Lesser Mana Flask,Lesser 마나 플라스크,
base,Leyline Focus,Leyline Focus,Leyline 집중구,
base,Light Halberd,Light Halberd,Light Halberd,
base,Linen Belt,Linen Belt,Linen Belt,
base,Linen Wraps,Linen Wraps,Linen 손싸개,
base,Lionheart Greaves,Lionheart Greaves,Lionheart Greaves,
base,Lizardscale Boots,Lizardscale Boots,Lizardscale Boots,
base,Lizardscale Coat,Lizardscale Coat,Lizardscale Coat,
base,Long Belt,Long Belt,Long Belt,
base,Long Quarterstaff,Long Quarterstaff,Long 육척봉,
base,Lumbering Talisman,Lumbering Talisman,Lumbering 부적,
base,Lumen Mace,Lumen Mace,Lumen Mace,
base,Lunar Amulet,Lunar Amulet,Lunar 목걸이,
base,Lunar Quarterstaff,Lunar Quarterstaff,Lunar 육척봉,
base,Lupine Sceptre,Lupine Sceptre,Lupine Sceptre,
base,Luxurious Robe,Luxurious Robe,Luxurious 로브,
base,Luxurious Slippers,Luxurious Slippers,Luxurious Slippers,
base,Magus Focus,Magus Focus,Magus 집중구,
base,Magus Tiara,Magus Tiara,Magus 관,
base,Mail Belt,Mail Belt,갑옷 Belt,
base,Mail Breaker,Mail Breaker,갑옷 Breaker,
base,Mail Coat,Mail Coat,갑옷 Coat,
base,Mail Sabatons,Mail Sabatons,갑옷 Sabatons,
base,Mail Vestments,Mail Vestments,갑옷 Vestments,
base,Mailed Crown,Mailed Crown,Mailed Crown,
base,Maji Talisman,Maji Talisman,Maji 부적,
base,Makeshift Crossbow,Makeshift Crossbow,Makeshift 쇠뇌,
base,Mammoth Targe,Mammoth Targe,Mammoth Targe,
base,Mantled Mail,Mantled Mail,Mantled 갑옷,
base,Marabout Garb,Marabout Garb,Marabout 복장,
base,Maraketh Cuirass,Maraketh Cuirass,Maraketh 흉갑,
base,Marauding Mace,Marauding Mace,Marauding Mace,
base,Marching Mace,Marching Mace,Marching Mace,
base,Martyr Crown,Martyr Crown,Martyr Crown,
base,Masked Greathelm,Masked Greathelm,Masked Greathelm,
base,Massive Greathammer,Massive Greathammer,Massive Greathammer,
base,Massive Mitts,Massive Mitts,Massive 장갑,
base,Massive Spear,Massive Spear,Massive 창,
base,Medium Life Flask,Medium Life Flask,Medium 생명력 플라스크,
base,Medium Mana Flask,Medium Mana Flask,Medium 마나 플라스크,
base,Mercenary Greathelm,Mercenary Greathelm,Mercenary Greathelm,
base,Mercenary Targe,Mercenary Targe,Mercenary Targe,
base,Messer,Messer,Messer,
base,Metalworked Tower Shield,Metalworked Tower Shield,Metalworked 타워 방패,
base,Militant Bow,Militant Bow,Militant 활,
base,Molten Hammer,Molten Hammer,Molten 망치,
base,Monastic Garb,Monastic Garb,Monastic 복장,
base,Monument Greataxe,Monument Greataxe,Monument Greataxe,
base,Monument Greaves,Monument Greaves,Monument Greaves,
base,Moon Dagger,Moon Dagger,Moon Dagger,
base,Morning Star,Morning Star,Morning Star,
base,Mosaic Targe,Mosaic Targe,Mosaic Targe,
base,Moulded Mitts,Moulded Mitts,Moulded 장갑,
base,Mystic Raiment,Mystic Raiment,Mystic 의복,
base,Narrow Hood,Narrow Hood,Narrow Hood,
base,Nettle Talisman,Nettle Talisman,Nettle 부적,
base,Noble Circlet,Noble Circlet,Noble Circlet,
base,Noble Greathelm,Noble Greathelm,Noble Greathelm,
base,Noble Sabatons,Noble Sabatons,Noble Sabatons,
base,Noble Tower Shield,Noble Tower Shield,Noble 타워 방패,
base,Oak Buckler,Oak Buckler,Oak 버클러,
base,Oak Greathammer,Oak Greathammer,Oak Greathammer,
base,Oak Mask,Oak Mask,Oak Mask,
base,Obliterator Bow,Obliterator Bow,Obliterator 활,
base,Obsidian Dagger,Obsidian Dagger,Obsidian Dagger,
base,Obsidian Greatsword,Obsidian Greatsword,Obsidian Greatsword,
base,Occultist Mantle,Occultist Mantle,Occultist Mantle,
base,Ochre Sceptre,Ochre Sceptre,Ochre Sceptre,
base,Offering Wand,Offering Wand,공물 마법봉,
base,Oiled Jacket,Oiled Jacket,Oiled Jacket,
base,Omen Crest Shield,Omen Crest Shield,Omen Crest 방패,
base,Omen Sceptre,Omen Sceptre,Omen Sceptre,
base,Ominous Gloves,Ominous Gloves,Ominous Gloves,
base,Opulent Gloves,Opulent Gloves,Opulent Gloves,
base,Orichalcum Spear,Orichalcum Spear,Orichalcum 창,
base,Ornate Belt,Ornate Belt,Ornate Belt,
base,Ornate Buckler,Ornate Buckler,Ornate 버클러,
base,Ornate Cuffs,Ornate Cuffs,Ornate 소맷단,
base,Ornate Gauntlets,Ornate Gauntlets,Ornate Gauntlets,
base,Ornate Greaves,Ornate Greaves,Ornate Greaves,
base,Ornate Mitts,Ornate Mitts,Ornate 장갑,
base,Ornate Plate,Ornate Plate,Ornate Plate,
base,Padded Leggings,Padded Leggings,Padded 각반,
base,Painted Buckler,Painted Buckler,Painted 버클러,
base,Painted Crest Shield,Painted Crest Shield,Painted Crest 방패,
base,Painted Crossbow,Painted Crossbow,Painted 쇠뇌,
base,Painted Tower Shield,Painted Tower Shield,Painted 타워 방패,
base,Paragon Greathelm,Paragon Greathelm,Paragon Greathelm,
base,Paralysing Staff,Paralysing Staff,Paralysing Staff,
base,Pariah Mask,Pariah Mask,Pariah Mask,
base,Parrying Dagger,Parrying Dagger,Parrying Dagger,
base,Patchwork Vest,Patchwork Vest,Patchwork Vest,
base,Pathfinder Coat,Pathfinder Coat,Pathfinder Coat,
base,Pauascale Gloves,Pauascale Gloves,Pauascale Gloves,
base,Pearl Buckler,Pearl Buckler,Pearl 버클러,
base,Pearl Ring,Pearl Ring,Pearl 반지,
base,Pearlescent Amulet,Pearlescent Amulet,Pearlescent 목걸이,
base,Pelage Targe,Pelage Targe,Pelage Targe,
base,Pelt Leggings,Pelt Leggings,Pelt 각반,
base,Pelt Mantle,Pelt Mantle,Pelt Mantle,
base,Penetrating Quiver,Penetrating Quiver,Penetrating 화살통,
base,Penumbra Amulet,Penumbra Amulet,Penumbra 목걸이,
base,Penumbra Ring,Penumbra Ring,Penumbra 반지,
base,Permafrost Staff,Permafrost Staff,Permafrost Staff,
base,Phalanx Tower Shield,Phalanx Tower Shield,Phalanx 타워 방패,
base,Pict Claw,Pict Claw,Pict Claw,
base,Piercing Claw,Piercing Claw,Piercing Claw,
base,Piercing Crossbow,Piercing Crossbow,Piercing 쇠뇌,
base,Pilgrim Vestments,Pilgrim Vestments,Pilgrim Vestments,
base,Pious Leggings,Pious Leggings,Pious 각반,
base,Pious Sceptre,Pious Sceptre,Pious Sceptre,
base,Plate Belt,Plate Belt,Plate Belt,
base,Plate Gauntlets,Plate Gauntlets,Plate Gauntlets,
base,Plated Buckler,Plated Buckler,Plated 버클러,
base,Plated Claw,Plated Claw,Plated Claw,
base,Plated Greaves,Plated Greaves,Plated Greaves,
base,Plated Mace,Plated Mace,Plated Mace,
base,Plated Mitts,Plated Mitts,Plated 장갑,
base,Plated Raiment,Plated Raiment,Plated 의복,
base,Plated Vestments,Plated Vestments,Plated Vestments,
base,Plumed Focus,Plumed Focus,Plumed 집중구,
base,Pointed Maul,Pointed Maul,Pointed 대형 망치,
base,Polished Bracers,Polished Bracers,Polished Bracers,
base,Polished Targe,Polished Targe,Polished Targe,
base,Precise Greathammer,Precise Greathammer,Precise Greathammer,
base,Primal Talisman,Primal Talisman,Primal 부적,
base,Primed Quiver,Primed Quiver,Primed 화살통,
base,Primordial Wand,Primordial Wand,Primordial 마법봉,
base,Prismatic Ring,Prismatic Ring,Prismatic 반지,
base,Profane Cleaver,Profane Cleaver,Profane Cleaver,
base,Pronged Spear,Pronged Spear,Pronged 창,
base,Protector Bow,Protector Bow,Protector 활,
base,Pyrophyte Staff,Pyrophyte Staff,Pyrophyte Staff,
base,Quartered Crest Shield,Quartered Crest Shield,Quartered Crest 방패,
base,Quickslip Shoes,Quickslip Shoes,Quickslip Shoes,
base,Quilted Vest,Quilted Vest,Quilted Vest,
base,Rabid Talisman,Rabid Talisman,Rabid 부적,
base,Raider Plate,Raider Plate,Raider Plate,
base,Rambler Jacket,Rambler Jacket,Rambler Jacket,
base,Rampart Tower Shield,Rampart Tower Shield,Rampart 타워 방패,
base,Rattling Sceptre,Rattling Sceptre,Rattling Sceptre,
base,Ravenous Staff,Ravenous Staff,Ravenous Staff,
base,Rawhide Belt,Rawhide Belt,Rawhide Belt,
base,Rawhide Boots,Rawhide Boots,Rawhide Boots,
base,Razor Quarterstaff,Razor Quarterstaff,Razor 육척봉,
base,Razorglass Claw,Razorglass Claw,Razorglass Claw,
base,Reaching Quarterstaff,Reaching Quarterstaff,Reaching 육척봉,
base,Reaping Staff,Reaping Staff,Reaping Staff,
base,Reaver Glaive,Reaver Glaive,Reaver Glaive,
base,Recurve Bow,Recurve Bow,Recurve 활,
base,Reefsteel Greaves,Reefsteel Greaves,Reefsteel Greaves,
base,Refined Bracers,Refined Bracers,Refined Bracers,
base,Reflecting Staff,Reflecting Staff,Reflecting Staff,
base,Regalia Longsword,Regalia Longsword,Regalia Longsword,
base,Rending Halberd,Rending Halberd,Rending Halberd,
base,Rending Staff,Rending Staff,Rending Staff,
base,Restorative Leg,Restorative Leg,Restorative Leg,
base,Revered Vestments,Revered Vestments,Revered Vestments,
base,Rhoahide Coat,Rhoahide Coat,Rhoahide Coat,
base,Rider Bow,Rider Bow,Rider 활,
base,Ridged Buckler,Ridged Buckler,Ridged 버클러,
base,Riding Coat,Riding Coat,Riding Coat,
base,Righteous Cuffs,Righteous Cuffs,Righteous 소맷단,
base,Ring,Ring,반지,
base,Ring Flail,Ring Flail,반지 도리깨,
base,Ring Mail,Ring Mail,반지 갑옷,
base,Ringed Buckler,Ringed Buckler,Ringed 버클러,
base,Ringmail Gauntlets,Ringmail Gauntlets,Ringmail Gauntlets,
base,Rippled Greatsword,Rippled Greatsword,Rippled Greatsword,
base,River Raiment,River Raiment,River 의복,
base,Riveted Mitts,Riveted Mitts,Riveted 장갑,
base,Roaring Staff,Roaring Staff,Roaring Staff,
base,Roaring Talisman,Roaring Talisman,Roaring 부적,
base,Robust Crossbow,Robust Crossbow,Robust 쇠뇌,
base,Rogue Armour,Rogue Armour,Rogue 방어도,
base,Rope Cuffs,Rope Cuffs,Rope 소맷단,
base,Rotted Hood,Rotted Hood,Rotted Hood,
base,Rough Greaves,Rough Greaves,Rough Greaves,
base,Royal Tower Shield,Royal Tower Shield,Royal 타워 방패,
base,Ruby,Ruby,Ruby,
base,Ruby Charm,Ruby Charm,Ruby 참,
base,Ruby Ring,Ruby Ring,Ruby 반지,
base,Rugged Cuirass,Rugged Cuirass,Rugged 흉갑,
base,Ruination Maul,Ruination Maul,Ruination 대형 망치,
base,Runed Focus,Runed Focus,Runed 집중구,
base,Runic Shortsword,Runic Shortsword,Runic Shortsword,
base,Runner Vest,Runner Vest,Runner Vest,
base,Rusted Cuirass,Rusted Cuirass,Rusted 흉갑,
base,Rusted Greathelm,Rusted Greathelm,Rusted Greathelm,
base,Sacral Quiver,Sacral Quiver,Sacral 화살통,
base,Sacramental Robe,Sacramental Robe,Sacramental 로브,
base,Sacred Focus,Sacred Focus,Sacred 집중구,
base,Sacred Maul,Sacred Maul,Sacred 대형 망치,
base,Sacrificial Axe,Sacrificial Axe,Sacrificial Axe,
base,Sacrificial Mantle,Sacrificial Mantle,Sacrificial Mantle,
base,Sacrificial Regalia,Sacrificial Regalia,Sacrificial Regalia,
base,Saintly Crown,Saintly Crown,Saintly Crown,
base,Sanctified Staff,Sanctified Staff,Sanctified Staff,
base,Sandsworn Cuirass,Sandsworn Cuirass,Sandsworn 흉갑,
base,Sandsworn Sandals,Sandsworn Sandals,Sandsworn Sandals,
base,Sandsworn Tiara,Sandsworn Tiara,Sandsworn 관,
base,Sapphire,Sapphire,Sapphire,
base,Sapphire Charm,Sapphire Charm,Sapphire 참,
base,Sapphire Ring,Sapphire Ring,Sapphire 반지,
base,Savage Greataxe,Savage Greataxe,Savage Greataxe,
base,Scale Mail,Scale Mail,Scale 갑옷,
base,Scalper's Jacket,Scalper's Jacket,Scalper's Jacket,
base,Scimitar,Scimitar,Scimitar,
base,Scoundrel Armour,Scoundrel Armour,Scoundrel 방어도,
base,Scoundrel Jacket,Scoundrel Jacket,Scoundrel Jacket,
base,Scout's Vest,Scout's Vest,Scout's Vest,
base,Seaglass Spear,Seaglass Spear,Seaglass 창,
base,Seastorm Mantle,Seastorm Mantle,Seastorm Mantle,
base,Sectarian Crest Shield,Sectarian Crest Shield,Sectarian Crest 방패,
base,Sectioned Bracers,Sectioned Bracers,Sectioned Bracers,
base,Secured Leggings,Secured Leggings,Secured 각반,
base,Secured Wraps,Secured Wraps,Secured 손싸개,
base,Seer Crest Shield,Seer Crest Shield,Seer Crest 방패,
base,Sekhema Sandals,Sekhema Sandals,Sekhema Sandals,
base,Sekheman Crest Shield,Sekheman Crest Shield,Sekheman Crest 방패,
base,Sentinel Greathelm,Sentinel Greathelm,Sentinel Greathelm,
base,Serpentscale Boots,Serpentscale Boots,Serpentscale Boots,
base,Serpentscale Coat,Serpentscale Coat,Serpentscale Coat,
base,Serrated Quiver,Serrated Quiver,Serrated 화살통,
base,Shabby Hood,Shabby Hood,Shabby Hood,
base,Shaded Mask,Shaded Mask,Shaded Mask,
base,Shaman Mantle,Shaman Mantle,Shaman Mantle,
base,Shamanistic Leggings,Shamanistic Leggings,Shamanistic 각반,
base,Sharktooth Claw,Sharktooth Claw,Sharktooth Claw,
base,Shielded Helm,Shielded Helm,Shielded Helm,
base,Shortbow,Shortbow,Shortbow,
base,Shortsword,Shortsword,Shortsword,
base,Shrine Sceptre,Shrine Sceptre,Shrine Sceptre,
base,Shrine Sceptre (Purity of Cold),Shrine Sceptre (Purity of Cold),Shrine Sceptre (Purity의 냉기),
base,Shrine Sceptre (Purity of Fire),Shrine Sceptre (Purity of Fire),Shrine Sceptre (Purity의 화염),
base,Shrine Sceptre (Purity of Lighting),Shrine Sceptre (Purity of Lighting),Shrine Sceptre (Purity의 Lighting),
base,Shrouded Mail,Shrouded Mail,Shrouded 갑옷,
base,Shrouded Vest,Shrouded Vest,Shrouded Vest,
base,Sickle Sword,Sickle Sword,Sickle Sword,
base,Siege Crossbow,Siege Crossbow,Siege 쇠뇌,
base,Sigil Crest Shield,Sigil Crest Shield,Sigil Crest 방패,
base,Signet Cuffs,Signet Cuffs,인장 반지 소맷단,
base,Silk Robe,Silk Robe,Silk 로브,
base,Silk Slippers,Silk Slippers,Silk Slippers,
base,Silver Charm,Silver Charm,Silver 참,
base,Silverbuckled Shoes,Silverbuckled Shoes,Silverbuckled Shoes,
base,Simple Dagger,Simple Dagger,Simple Dagger,
base,Sinister Quarterstaff,Sinister Quarterstaff,Sinister 육척봉,
base,Siphoning Wand,Siphoning Wand,Siphoning 마법봉,
base,Sirenscale Gloves,Sirenscale Gloves,Sirenscale Gloves,
base,Skinning Knife,Skinning Knife,Skinning Knife,
base,Skulking Mask,Skulking Mask,Skulking Mask,
base,Skullcrusher Quarterstaff,Skullcrusher Quarterstaff,Skullcrusher 육척봉,
base,Skycrown Tiara,Skycrown Tiara,Skycrown 관,
base,Slayer Armour,Slayer Armour,Slayer 방어도,
base,Sleek Boots,Sleek Boots,Sleek Boots,
base,Sleek Jacket,Sleek Jacket,Sleek Jacket,
base,Slender Flail,Slender Flail,Slender 도리깨,
base,Slicing Quarterstaff,Slicing Quarterstaff,Slicing 육척봉,
base,Slim Mace,Slim Mace,Slim Mace,
base,Slipstrike Vest,Slipstrike Vest,Slipstrike Vest,
base,Smithing Hammer,Smithing Hammer,Smithing 망치,
base,Smooth Quarterstaff,Smooth Quarterstaff,Smooth 육척봉,
base,Smuggler Coat,Smuggler Coat,Smuggler Coat,
base,Snakewood Greathammer,Snakewood Greathammer,Snakewood Greathammer,
base,Snakewood Shortbow,Snakewood Shortbow,Snakewood Shortbow,
base,Soaring Mask,Soaring Mask,Soaring Mask,
base,Soaring Spear,Soaring Spear,Soaring 창,
base,Soaring Targe,Soaring Targe,Soaring Targe,
base,Solar Amulet,Solar Amulet,Solar 목걸이,
base,Soldier Cuirass,Soldier Cuirass,Soldier 흉갑,
base,Soldier Greathelm,Soldier Greathelm,Soldier Greathelm,
base,Soldier Helm,Soldier Helm,Soldier Helm,
base,Soldiering Sabatons,Soldiering Sabatons,Soldiering Sabatons,
base,Solemn Maul,Solemn Maul,Solemn 대형 망치,
base,Solid Mask,Solid Mask,Solid Mask,
base,Sombre Gloves,Sombre Gloves,Sombre Gloves,
base,Sorcerous Tiara,Sorcerous Tiara,Sorcerous 관,
base,Spiked Bracers,Spiked Bracers,Spiked Bracers,
base,Spiked Buckler,Spiked Buckler,Spiked 버클러,
base,Spiked Club,Spiked Club,Spiked 곤봉,
base,Spiked Spear,Spiked Spear,Spiked 창,
base,Spikeward Buckler,Spikeward Buckler,Spikeward 버클러,
base,Spined Bracers,Spined Bracers,Spined Bracers,
base,Spiny Talisman,Spiny Talisman,Spiny 부적,
base,Spiral Wraps,Spiral Wraps,Spiral 손싸개,
base,Spired Greathelm,Spired Greathelm,Spired Greathelm,
base,Spiritbone Crown,Spiritbone Crown,Spiritbone Crown,
base,Splintered Flail,Splintered Flail,Splintered 도리깨,
base,Splintered Tower Shield,Splintered Tower Shield,Splintered 타워 방패,
base,Splitting Greataxe,Splitting Greataxe,Splitting Greataxe,
base,Spriggan Staff,Spriggan Staff,Spriggan Staff,
base,Sprinters Leg,Sprinters Leg,Sprinters Leg,
base,Stacked Sabatons,Stacked Sabatons,Stacked Sabatons,
base,Staghorn Focus,Staghorn Focus,Staghorn 집중구,
base,Stalking Bracers,Stalking Bracers,Stalking Bracers,
base,Stalking Spear,Stalking Spear,Stalking 창,
base,Staunching Charm,Staunching Charm,Staunching 참,
base,Steel Plate,Steel Plate,Steel Plate,
base,Steelhead Spear,Steelhead Spear,Steelhead 창,
base,Steelmail Gauntlets,Steelmail Gauntlets,Steelmail Gauntlets,
base,Steelpoint Quarterstaff,Steelpoint Quarterstaff,Steelpoint 육척봉,
base,Steelpoint Shoes,Steelpoint Shoes,Steelpoint Shoes,
base,Steeltoe Boots,Steeltoe Boots,Steeltoe Boots,
base,Stellar Amulet,Stellar Amulet,Stellar 목걸이,
base,Stitched Gloves,Stitched Gloves,Stitched Gloves,
base,Stocky Mitts,Stocky Mitts,Stocky 장갑,
base,Stoic Crest Shield,Stoic Crest Shield,Stoic Crest 방패,
base,Stoic Sceptre,Stoic Sceptre,Stoic Sceptre,
base,Stone Charm,Stone Charm,Stone 참,
base,Stone Cuirass,Stone Cuirass,Stone 흉갑,
base,Stone Flail,Stone Flail,Stone 도리깨,
base,Stone Greatsword,Stone Greatsword,Stone Greatsword,
base,Stone Greaves,Stone Greaves,Stone Greaves,
base,Stone Targe,Stone Targe,Stone Targe,
base,Stone Tower Shield,Stone Tower Shield,Stone 타워 방패,
base,Stout Crossbow,Stout Crossbow,Stout 쇠뇌,
base,Stratified Targe,Stratified Targe,Stratified Targe,
base,Straw Sandals,Straw Sandals,Straw Sandals,
base,Strider Vest,Strider Vest,Strider Vest,
base,Strife Pick,Strife Pick,Strife Pick,
base,Striking Quarterstaff,Striking Quarterstaff,Striking 육척봉,
base,Striking Spear,Striking Spear,Striking 창,
base,Structured Hammer,Structured Hammer,Structured 망치,
base,Studded Boots,Studded Boots,Studded Boots,
base,Studded Greatclub,Studded Greatclub,Studded Greatclub,
base,Studded Sandals,Studded Sandals,Studded Sandals,
base,Studded Targe,Studded Targe,Studded Targe,
base,Studded Vest,Studded Vest,Studded Vest,
base,Sturdy Crossbow,Sturdy Crossbow,Sturdy 쇠뇌,
base,Sturdy Leg,Sturdy Leg,Sturdy Leg,
base,Suede Bracers,Suede Bracers,Suede Bracers,
base,Surefooted Leg,Surefooted Leg,Surefooted Leg,
base,Swathed Cap,Swathed Cap,Swathed Cap,
base,Swift Bracers,Swift Bracers,Swift Bracers,
base,Swift Spear,Swift Spear,Swift 창,
base,Swiftstalker Coat,Swiftstalker Coat,Swiftstalker Coat,
base,Sword Spear,Sword Spear,Sword 창,
base,Talon Claw,Talon Claw,Talon Claw,
base,Tasalian Focus,Tasalian Focus,Tasalian 집중구,
base,Tasalian Greaves,Tasalian Greaves,Tasalian Greaves,
base,Tattered Robe,Tattered Robe,Tattered 로브,
base,Taut Crossbow,Taut Crossbow,Taut 쇠뇌,
base,Tawhoan Greatclub,Tawhoan Greatclub,Tawhoan Greatclub,
base,Tawhoan Tower Shield,Tawhoan Tower Shield,Tawhoan 타워 방패,
base,Tearing Flail,Tearing Flail,Tearing 도리깨,
base,Tempered Mitts,Tempered Mitts,Tempered 장갑,
base,Templar Vestments,Templar Vestments,Templar Vestments,
base,Temple Maul,Temple Maul,Temple 대형 망치,
base,Tenebrous Amulet,Tenebrous Amulet,Tenebrous 목걸이,
base,Tenebrous Ring,Tenebrous Ring,Tenebrous 반지,
base,Tense Crossbow,Tense Crossbow,Tense 쇠뇌,
base,Thane Mail,Thane Mail,Thane 갑옷,
base,Thawing Charm,Thawing Charm,Thawing 참,
base,Threaded Shoes,Threaded Shoes,Threaded Shoes,
base,Thunder Talisman,Thunder Talisman,Thunder 부적,
base,Tideseer Mantle,Tideseer Mantle,Tideseer Mantle,
base,Time-Lost Diamond,Time-Lost Diamond,Time-Lost Diamond,
base,Time-Lost Emerald,Time-Lost Emerald,Time-Lost Emerald,
base,Time-Lost Ruby,Time-Lost Ruby,Time-Lost Ruby,
base,Time-Lost Sapphire,Time-Lost Sapphire,Time-Lost Sapphire,
base,Timeless Jewel,Timeless Jewel,Timeless 주얼,
base,Titan Mitts,Titan Mitts,Titan 장갑,
base,Tonal Focus,Tonal Focus,Tonal 집중구,
base,Topaz Charm,Topaz Charm,Topaz 참,
base,Topaz Ring,Topaz Ring,Topaz 반지,
base,Torment Club,Torment Club,Torment 곤봉,
base,Torment Jacket,Torment Jacket,Torment Jacket,
base,Torn Gloves,Torn Gloves,Torn Gloves,
base,Torture Wand,Torture Wand,Torture 마법봉,
base,Totemic Greatclub,Totemic Greatclub,Totemic Greatclub,
base,Totemic Greaves,Totemic Greaves,Totemic Greaves,
base,Tournament Mail,Tournament Mail,Tournament 갑옷,
base,Toxic Quiver,Toxic Quiver,Toxic 화살통,
base,Trailblazer Armour,Trailblazer Armour,Trailblazer 방어도,
base,Transcendent Life Flask,Transcendent Life Flask,Transcendent 생명력 플라스크,
base,Transcendent Mana Flask,Transcendent Mana Flask,Transcendent 마나 플라스크,
base,Trapper Hood,Trapper Hood,Trapper Hood,
base,Treasured Blade,Treasured Blade,Treasured Blade,
base,Treerunner Shoes,Treerunner Shoes,Treerunner Shoes,
base,Tribal Bow,Tribal Bow,Tribal 활,
base,Tribal Mask,Tribal Mask,Tribal Mask,
base,Trimmed Greaves,Trimmed Greaves,Trimmed Greaves,
base,Twig Circlet,Twig Circlet,Twig Circlet,
base,Twig Focus,Twig Focus,Twig 집중구,
base,Twilight Tiara,Twilight Tiara,Twilight 관,
base,Twin Bow,Twin Bow,Twin 활,
base,Twin Crossbow,Twin Crossbow,Twin 쇠뇌,
base,Twin Flail,Twin Flail,Twin 도리깨,
base,Two-Point Quiver,Two-Point Quiver,Two-Point 화살통,
base,Ultimate Life Flask,Ultimate Life Flask,Ultimate 생명력 플라스크,
base,Ultimate Mana Flask,Ultimate Mana Flask,Ultimate 마나 플라스크,
base,Ultra Greatsword,Ultra Greatsword,Ultra Greatsword,
base,Unset Ring,Unset Ring,Unset 반지,
base,Utility Belt,Utility Belt,Utility Belt,
base,Utility Wraps,Utility Wraps,Utility 손싸개,
base,Utzaal Cuirass,Utzaal Cuirass,Utzaal 흉갑,
base,Vaal Crest Shield,Vaal Crest Shield,Vaal Crest 방패,
base,Vaal Cuirass,Vaal Cuirass,Vaal 흉갑,
base,Vaal Gloves,Vaal Gloves,Vaal Gloves,
base,Vaal Greaves,Vaal Greaves,Vaal Greaves,
base,Vaal Mitts,Vaal Mitts,Vaal 장갑,
base,Vaal Tower Shield,Vaal Tower Shield,Vaal 타워 방패,
base,Vaal Wraps,Vaal Wraps,Vaal 손싸개,
base,Vagabond Armour,Vagabond Armour,Vagabond 방어도,
base,Vampiric Blade,Vampiric Blade,Vampiric Blade,
base,Varnished Crossbow,Varnished Crossbow,Varnished 쇠뇌,
base,Veiled Mask,Veiled Mask,Veiled Mask,
base,Velour Shoes,Velour Shoes,Velour Shoes,
base,Velvet Cap,Velvet Cap,Velvet Cap,
base,Venerated Mantle,Venerated Mantle,Venerated Mantle,
base,Verisium Cuffs,Verisium Cuffs,Verisium 소맷단,
base,Vermeil Circlet,Vermeil Circlet,Vermeil Circlet,
base,Veteran Sabatons,Veteran Sabatons,Veteran Sabatons,
base,Vicious Talisman,Vicious Talisman,Vicious 부적,
base,Vile Greataxe,Vile Greataxe,Vile Greataxe,
base,Vile Robe,Vile Robe,Vile 로브,
base,Viper Cap,Viper Cap,Viper Cap,
base,Visceral Quiver,Visceral Quiver,Visceral 화살통,
base,Visored Helm,Visored Helm,Visored Helm,
base,Volant Quiver,Volant Quiver,Volant 화살통,
base,Volatile Wand,Volatile Wand,Volatile 마법봉,
base,Voltaic Staff,Voltaic Staff,Voltaic Staff,
