domain,key,en,ko,aliases
gem,Metadata/Items/Gems/SkillGemEnragedWarcrySupportTwo,Enraged Warcry II,Enraged Warcry II,
gem,Metadata/Items/Gems/SkillGemEntangle,Entangle,Entangle,
gem,Metadata/Items/Gems/SkillGemEscalatingPoisonSupport,Escalating Poison,Escalating 독,
gem,Metadata/Items/Gems/SkillGemEscapeShot,Escape Shot,Escape Shot,
gem,Metadata/Items/Gems/SkillGemEshsRadianceSupport,Esh's Radiance,Esh's Radiance,
gem,Metadata/Items/Gems/SkillGemEssenceDrain,Essence Drain,Essence Drain,
gem,Metadata/Items/Gems/SkillGemEssenceHarvestSupport,Essence Harvest,Essence Harvest,
gem,Metadata/Items/Gems/SkillGemEternalRage,Eternal Rage,Eternal 격노,
gem,Metadata/Items/Gems/SkillGemExciseSupport,Excise,Excise,
gem,Metadata/Items/Gems/SkillGemExcoriateSupport,Excoriate,Excoriate,
gem,Metadata/Items/Gems/SkillGemExecrateSupport,Execrate,Execrate,
gem,Metadata/Items/Gems/SkillGemExecuteSupport,Execute I,Execute I,
gem,Metadata/Items/Gems/SkillGemExecuteSupportThree,Execute III,Execute III,
gem,Metadata/Items/Gems/SkillGemExecuteSupportTwo,Execute II,Execute II,
gem,Metadata/Items/Gems/SkillGemExpandSupport,Expand,Expand,
gem,Metadata/Items/Gems/SkillGemExpanseSupport,Expanse,Expanse,
gem,Metadata/Items/Gems/SkillGemExplodingPoisonToad,Bursting Fen Toad,Bursting Fen Toad,
gem,Metadata/Items/Gems/SkillGemExploitWeaknessSupport,Exploit Weakness,Exploit Weakness,
gem,Metadata/Items/Gems/SkillGemExplosiveGrenade,Explosive Grenade,Explosive 수류탄,
gem,Metadata/Items/Gems/SkillGemExplosiveGrowthSupport,Accelerated Growth,Accelerated Growth,
gem,Metadata/Items/Gems/SkillGemExplosiveGrowthSupportTwo,Accelerated Growth II,Accelerated Growth II,
gem,Metadata/Items/Gems/SkillGemExplosiveShot,Explosive Shot,Explosive Shot,
gem,Metadata/Items/Gems/SkillGemExplosiveSpear,Explosive Spear,Explosive 창,
gem,Metadata/Items/Gems/SkillGemExposingCrySupport,Exposing Cry,Exposing 함성,
gem,Metadata/Items/Gems/SkillGemExsanguinate,Exsanguinate,Exsanguinate,
gem,Metadata/Items/Gems/SkillGemExtractionSupport,Extraction,Extraction,
gem,Metadata/Items/Gems/SkillGemEyeOfWinter,Eye of Winter,Eye의 Winter,
gem,Metadata/Items/Gems/SkillGemFallingThunder,Falling Thunder,Falling Thunder,
gem,Metadata/Items/Gems/SkillGemFanTheFlamesSupport,Fan The Flames,Fan The 화염,
gem,Metadata/Items/Gems/SkillGemFanTheFlamesSupportTwo,Fan The Flames II,Fan The 화염 II,
gem,Metadata/Items/Gems/SkillGemFangsOfFrost,Fangs of Frost,Fangs의 서리,
gem,Metadata/Items/Gems/SkillGemFarCombatSupport,Longshot I,Longshot I,
gem,Metadata/Items/Gems/SkillGemFarCombatSupportTwo,Longshot II,Longshot II,
gem,Metadata/Items/Gems/SkillGemFeastOfFlesh,Feast of Flesh,Feast의 Flesh,
gem,Metadata/Items/Gems/SkillGemFeedingFrenzySupport,Feeding Frenzy I,Feeding 격분 I,
gem,Metadata/Items/Gems/SkillGemFeedingFrenzySupportTwo,Feeding Frenzy II,Feeding 격분 II,
gem,Metadata/Items/Gems/SkillGemFeralInvocation,Feral Invocation,Feral Invocation,
gem,Metadata/Items/Gems/SkillGemFerociousRoar,Ferocious Roar,Ferocious Roar,
gem,Metadata/Items/Gems/SkillGemFerocitySupport,Ferocity,Ferocity,
gem,Metadata/Items/Gems/SkillGemFieryDeathSupport,Fiery Death,Fiery Death,
gem,Metadata/Items/Gems/SkillGemFireExposureSupport,Fire Exposure,화염 Exposure,
gem,Metadata/Items/Gems/SkillGemFireMasterySupport,Fire Mastery,화염 숙련,
gem,Metadata/Items/Gems/SkillGemFirePenetrationSupport,Fire Penetration I,화염 Penetration I,
gem,Metadata/Items/Gems/SkillGemFirePenetrationSupportTwo,Fire Penetration II,화염 Penetration II,
gem,Metadata/Items/Gems/SkillGemFireball,Fireball,화염구,
gem,Metadata/Items/Gems/SkillGemFirebolt,Firebolt,Firebolt,
gem,Metadata/Items/Gems/SkillGemFirestorm,Firestorm,Firestorm,
gem,Metadata/Items/Gems/SkillGemFirstBloodSupport,First Blood,First 피,
gem,Metadata/Items/Gems/SkillGemFistOfWarSupport,Fist of War I,Fist의 War I,
gem,Metadata/Items/Gems/SkillGemFistOfWarSupportThree,Fist of War III,Fist의 War III,
gem,Metadata/Items/Gems/SkillGemFistOfWarSupportTwo,Fist of War II,Fist의 War II,
gem,Metadata/Items/Gems/SkillGemFlamePillarSupport,Flame Pillar,화염 Pillar,
gem,Metadata/Items/Gems/SkillGemFlameWall,Flame Wall,화염 Wall,
gem,Metadata/Items/Gems/SkillGemFlameblast,Flameblast,Flameblast,
gem,Metadata/Items/Gems/SkillGemFlamepierceSupport,Flamepierce,Flamepierce,
gem,Metadata/Items/Gems/SkillGemFlammability,Flammability,Flammability,
gem,Metadata/Items/Gems/SkillGemFlashGrenade,Flash Grenade,Flash 수류탄,
gem,Metadata/Items/Gems/SkillGemFleetingRemnantsSupport,Harmonic Remnants I,Harmonic Remnants I,
gem,Metadata/Items/Gems/SkillGemFleetingRemnantsSupportTwo,Harmonic Remnants II,Harmonic Remnants II,
gem,Metadata/Items/Gems/SkillGemFlickerStrike,Flicker Strike,Flicker Strike,
gem,Metadata/Items/Gems/SkillGemFlowSupport,Flow,Flow,
gem,Metadata/Items/Gems/SkillGemFlukeSupport,Fluke,Fluke,
gem,Metadata/Items/Gems/SkillGemFlukeSupportTwo,Ixchel's Torment,Ixchel's Torment,
gem,Metadata/Items/Gems/SkillGemFocusedCurseSupport,Focused Curse,Focused 저주,
gem,Metadata/Items/Gems/SkillGemForgeHammer,Forge Hammer,Forge 망치,
gem,Metadata/Items/Gems/SkillGemForkSupport,Fork,Fork,
gem,Metadata/Items/Gems/SkillGemFortifyingCry,Fortifying Cry,Fortifying 함성,
gem,Metadata/Items/Gems/SkillGemFragmentationRounds,Fragmentation Rounds,Fragmentation Rounds,
gem,Metadata/Items/Gems/SkillGemFreezeForkSupport,Freezefork,Freezefork,
gem,Metadata/Items/Gems/SkillGemFreezeSupport,Freeze,동결,
gem,Metadata/Items/Gems/SkillGemFreezingMark,Freezing Mark,Freezing 징표,
gem,Metadata/Items/Gems/SkillGemFreezingSalvo,Freezing Salvo,Freezing Salvo,
gem,Metadata/Items/Gems/SkillGemFreezingShards,Freezing Shards,Freezing Shards,
gem,Metadata/Items/Gems/SkillGemFrenziedRiposteSupport,Frenzied Riposte,Frenzied Riposte,
gem,Metadata/Items/Gems/SkillGemFreshClipSupport,Fresh Clip I,Fresh Clip I,
gem,Metadata/Items/Gems/SkillGemFreshClipSupportTwo,Fresh Clip II,Fresh Clip II,
gem,Metadata/Items/Gems/SkillGemFrostBolt,Frostbolt,Frostbolt,
gem,Metadata/Items/Gems/SkillGemFrostBomb,Frost Bomb,서리 폭탄,
gem,Metadata/Items/Gems/SkillGemFrostDarts,Frost Darts,서리 Darts,
gem,Metadata/Items/Gems/SkillGemFrostWall,Frost Wall,서리 Wall,
gem,Metadata/Items/Gems/SkillGemFrostfireSupport,Frostfire,Frostfire,
gem,Metadata/Items/Gems/SkillGemFrozenLocus,Frozen Locus,동결 Locus,
gem,Metadata/Items/Gems/SkillGemFrozenSpiteSupport,Frozen Spite,동결 Spite,
gem,Metadata/Items/Gems/SkillGemFulmination,Fulmination,Fulmination,
gem,Metadata/Items/Gems/SkillGemFuriousSlam,Furious Slam,Furious 강타,
gem,Metadata/Items/Gems/SkillGemFuturePast,Future-Past,Future-Past,
gem,Metadata/Items/Gems/SkillGemGalvanicField,Galvanic Field,Galvanic Field,
gem,Metadata/Items/Gems/SkillGemGalvanicShards,Galvanic Shards,Galvanic Shards,
gem,Metadata/Items/Gems/SkillGemGambleshotSupport,Gambleshot,Gambleshot,
gem,Metadata/Items/Gems/SkillGemGarukhansResolveSupport,Garukhan's Resolve,Garukhan's Resolve,
gem,Metadata/Items/Gems/SkillGemGasArrow,Gas Arrow,가스 화살,
gem,Metadata/Items/Gems/SkillGemGatheringStorm,Gathering Storm,Gathering 폭풍,
gem,Metadata/Items/Gems/SkillGemGeminiSurge,Gemini Surge,Gemini Surge,
gem,Metadata/Items/Gems/SkillGemGhostDance,Ghost Dance,Ghost Dance,
gem,Metadata/Items/Gems/SkillGemGlacialBolt,Glacial Bolt,Glacial 화살,
gem,Metadata/Items/Gems/SkillGemGlacialCascade,Glacial Cascade,Glacial Cascade,
gem,Metadata/Items/Gems/SkillGemGlacialLance,Glacial Lance,Glacial Lance,
gem,Metadata/Items/Gems/SkillGemGlacierSupport,Glacier,Glacier,
gem,Metadata/Items/Gems/SkillGemGrimFeast,Grim Feast,Grim Feast,
gem,Metadata/Items/Gems/SkillGemGuatelitzisAblationSupport,Guatelitzi's Ablation,Guatelitzi's Ablation,
gem,Metadata/Items/Gems/SkillGemHaemocrystalsSupport,Haemocrystals,Haemocrystals,
gem,Metadata/Items/Gems/SkillGemHailstormRounds,Hailstorm Rounds,Hailstorm Rounds,
gem,Metadata/Items/Gems/SkillGemHammerOfTheGods,Hammer of the Gods,망치의 the Gods,
gem,Metadata/Items/Gems/SkillGemHandOfChayula,Hand of Chayula,Hand의 Chayula,
gem,Metadata/Items/Gems/SkillGemHardyTotemsSupport,Hardy Totems I,Hardy Totems I,
gem,Metadata/Items/Gems/SkillGemHardyTotemsSupportThree,Tawhoa's Tending,Tawhoa's Tending,
gem,Metadata/Items/Gems/SkillGemHardyTotemsSupportTwo,Hardy Totems II,Hardy Totems II,
gem,Metadata/Items/Gems/SkillGemHayoxisFulminationSupport,Hayoxi's Fulmination,Hayoxi's Fulmination,
gem,Metadata/Items/Gems/SkillGemHeartOfIce,Heart of Ice,Heart의 Ice,
gem,Metadata/Items/Gems/SkillGemHeavyStunEnduranceSupportOne,Enduring Impact I,Enduring Impact I,
gem,Metadata/Items/Gems/SkillGemHeavyStunEnduranceSupportTwo,Enduring Impact II,Enduring Impact II,
gem,Metadata/Items/Gems/SkillGemHeftSupport,Heft,Heft,
gem,Metadata/Items/Gems/SkillGemHeightenedAccuracySupport,Heightened Accuracy I,Heightened 정확도 I,
gem,Metadata/Items/Gems/SkillGemHeightenedAccuracySupportTwo,Heightened Accuracy II,Heightened 정확도 II,
gem,Metadata/Items/Gems/SkillGemHeightenedChargesSupport,Heightened Charges,Heightened 충전,
gem,Metadata/Items/Gems/SkillGemHeraldOfAsh,Herald of Ash,Herald의 Ash,
gem,Metadata/Items/Gems/SkillGemHeraldOfBlood,Herald of Blood,Herald의 피,
gem,Metadata/Items/Gems/SkillGemHeraldOfIce,Herald of Ice,Herald의 Ice,
gem,Metadata/Items/Gems/SkillGemHeraldOfPlague,Herald of Plague,Herald의 Plague,
gem,Metadata/Items/Gems/SkillGemHeraldOfThunder,Herald of Thunder,Herald의 Thunder,
gem,Metadata/Items/Gems/SkillGemHerbalismSupport,Herbalism I,Herbalism I,
gem,Metadata/Items/Gems/SkillGemHerbalismSupportTwo,Herbalism II,Herbalism II,
gem,Metadata/Items/Gems/SkillGemHexBloomSupport,Hex Bloom,사술 Bloom,
gem,Metadata/Items/Gems/SkillGemHexblast,Hexblast,Hexblast,
gem,Metadata/Items/Gems/SkillGemHighVelocityRounds,High Velocity Rounds,High Velocity Rounds,
gem,Metadata/Items/Gems/SkillGemHinderSupport,Hinder,Hinder,
gem,Metadata/Items/Gems/SkillGemHisFoulEmergence,His Foul Emergence,His Foul Emergence,
gem,Metadata/Items/Gems/SkillGemHisWinnowingFlame,His Winnowing Flame,His Winnowing 화염,
gem,Metadata/Items/Gems/SkillGemHitAndRunSupport,Hit and Run,명중 및 Run,
gem,Metadata/Items/Gems/SkillGemHobbleSupport,Hobble,Hobble,
gem,Metadata/Items/Gems/SkillGemHolyDescentSupport,Holy Descent,Holy Descent,
gem,Metadata/Items/Gems/SkillGemHourglassSupport,Hourglass,Hourglass,
gem,Metadata/Items/Gems/SkillGemHulkingMinionsSupport,Hulking Minions,Hulking 소환수,
gem,Metadata/Items/Gems/SkillGemHyenaCackle,Cackling Companions,Cackling Companions,
gem,Metadata/Items/Gems/SkillGemHypothermia,Hypothermia,Hypothermia,
gem,Metadata/Items/Gems/SkillGemIceBiteSupport,Ice Bite I,Ice Bite I,
gem,Metadata/Items/Gems/SkillGemIceBiteSupportTwo,Ice Bite II,Ice Bite II,
gem,Metadata/Items/Gems/SkillGemIceFragments,Ice Fragments,Ice Fragments,
gem,Metadata/Items/Gems/SkillGemIceNova,Ice Nova,얼음 폭발,아이스 노바|ice nova
gem,Metadata/Items/Gems/SkillGemIceShards,Ice Shards,Ice Shards,
gem,Metadata/Items/Gems/SkillGemIceShot,Ice Shot,Ice Shot,
gem,Metadata/Items/Gems/SkillGemIceStrike,Ice Strike,Ice Strike,
gem,Metadata/Items/Gems/SkillGemIceTippedArrows,Ice-Tipped Arrows,Ice-Tipped Arrows,
gem,Metadata/Items/Gems/SkillGemIcestorm,Icestorm,Icestorm,
gem,Metadata/Items/Gems/SkillGemIcicleSupport,Icicle,Icicle,
gem,Metadata/Items/Gems/SkillGemIgniteDurationSupport,Eternal Flame I,Eternal 화염 I,
gem,Metadata/Items/Gems/SkillGemIgniteDurationSupportThree,Eternal Flame III,Eternal 화염 III,
gem,Metadata/Items/Gems/SkillGemIgniteDurationSupportTwo,Eternal Flame II,Eternal 화염 II,
gem,Metadata/Items/Gems/SkillGemIgniteSupport,Ignite I,점화 I,
gem,Metadata/Items/Gems/SkillGemIgniteSupportThree,Ignite III,점화 III,
gem,Metadata/Items/Gems/SkillGemIgniteSupportTwo,Ignite II,점화 II,
gem,Metadata/Items/Gems/SkillGemImmolateSupport,Immolate,Immolate,
gem,Metadata/Items/Gems/SkillGemImpactShockwaveSupport,Impact Shockwave,Impact Shockwave,
gem,Metadata/Items/Gems/SkillGemImpaleSupport,Impale,Impale,
gem,Metadata/Items/Gems/SkillGemImpendingDoomSupport,Impending Doom,Impending Doom,
gem,Metadata/Items/Gems/SkillGemImpurity,Impurity,Impurity,
gem,Metadata/Items/Gems/SkillGemIncendiaryShot,Incendiary Shot,Incendiary Shot,
gem,Metadata/Items/Gems/SkillGemIncinerate,Incinerate,Incinerate,
gem,Metadata/Items/Gems/SkillGemIncisionSupport,Incision,Incision,
gem,Metadata/Items/Gems/SkillGemIncreaseLimitSupport,Overabundance I,Overabundance I,
gem,Metadata/Items/Gems/SkillGemIncreaseLimitSupportTwo,Overabundance II,Overabundance II,
gem,Metadata/Items/Gems/SkillGemIncreasedCriticalDamageSupport,Supercritical,Supercritical,
gem,Metadata/Items/Gems/SkillGemInevitableAgony,Inevitable Agony,Inevitable Agony,
gem,Metadata/Items/Gems/SkillGemInevitableCriticalsSupport,Inexorable Critical I,Inexorable 치명타 I,
gem,Metadata/Items/Gems/SkillGemInevitableCriticalsSupportTwo,Inexorable Critical II,Inexorable 치명타 II,
gem,Metadata/Items/Gems/SkillGemInfernalLegionSupport,Infernal Legion I,Infernal Legion I,
gem,Metadata/Items/Gems/SkillGemInfernalLegionSupportThree,Infernal Legion III,Infernal Legion III,
gem,Metadata/Items/Gems/SkillGemInfernalLegionSupportTwo,Infernal Legion II,Infernal Legion II,
gem,Metadata/Items/Gems/SkillGemInfernallCry,Infernal Cry,Infernal 함성,
gem,Metadata/Items/Gems/SkillGemInnervateSupport,Innervate,Innervate,
gem,Metadata/Items/Gems/SkillGemIntenseAgonySupport,Intense Agony,Intense Agony,
gem,Metadata/Items/Gems/SkillGemIntoTheBreach,Into the Breach,Into the Breach,
gem,Metadata/Items/Gems/SkillGemIronWard,Iron Ward,Iron Ward,
gem,Metadata/Items/Gems/SkillGemJaggedGroundSupport,Jagged Ground I,Jagged Ground I,
gem,Metadata/Items/Gems/SkillGemJaggedGroundSupportTwo,Jagged Ground II,Jagged Ground II,
gem,Metadata/Items/Gems/SkillGemKalisasCrescendoSupport,Kalisa's Crescendo,Kalisa's Crescendo,
gem,Metadata/Items/Gems/SkillGemKaomsMadnessSupport,Kaom's Madness,Kaom's Madness,
gem,Metadata/Items/Gems/SkillGemKhatalsRejuvenationSupport,Khatal's Rejuvenation,Khatal's Rejuvenation,
gem,Metadata/Items/Gems/SkillGemKillingPalm,Killing Palm,Killing Palm,
gem,Metadata/Items/Gems/SkillGemKnockbackSupport,Knockback,Knockback,
gem,Metadata/Items/Gems/SkillGemKnockbackWaveSupport,Wind Wave,Wind Wave,
gem,Metadata/Items/Gems/SkillGemKulemaksDominionSupport,Kulemak's Dominion,Kulemak's Dominion,
gem,Metadata/Items/Gems/SkillGemKurgalsLeashSupport,Kurgal's Leash,Kurgal's Leash,
gem,Metadata/Items/Gems/SkillGemLastGaspSupport,Last Gasp,Last Gasp,
gem,Metadata/Items/Gems/SkillGemLastingFrostSupport,Deep Freeze,Deep 동결,
gem,Metadata/Items/Gems/SkillGemLastingGroundSupport,Lasting Ground,Lasting Ground,
gem,Metadata/Items/Gems/SkillGemLastingShockSupport,Lasting Shock,Lasting 감전,
gem,Metadata/Items/Gems/SkillGemLeapSlam,Leap Slam,도약 강타,
gem,Metadata/Items/Gems/SkillGemLeverageSupport,Leverage,Leverage,
gem,Metadata/Items/Gems/SkillGemLifeFlaskSupport,Life Bounty,생명력 Bounty,
gem,Metadata/Items/Gems/SkillGemLifeLeechSupport,Life Leech I,생명력 흡수 I,
gem,Metadata/Items/Gems/SkillGemLifeLeechSupportThree,Life Leech III,생명력 흡수 III,
gem,Metadata/Items/Gems/SkillGemLifeLeechSupportTwo,Life Leech II,생명력 흡수 II,
gem,Metadata/Items/Gems/SkillGemLifeOnCullSupport,Life Drain,생명력 Drain,
gem,Metadata/Items/Gems/SkillGemLightningArrow,Lightning Arrow,번개 화살,
gem,Metadata/Items/Gems/SkillGemLightningBolt,Lightning Bolt,번개 화살,
gem,Metadata/Items/Gems/SkillGemLightningConduit,Lightning Conduit,번개 Conduit,
gem,Metadata/Items/Gems/SkillGemLightningExposureSupport,Lightning Exposure,번개 Exposure,
gem,Metadata/Items/Gems/SkillGemLightningMasterySupport,Lightning Mastery,번개 숙련,
gem,Metadata/Items/Gems/SkillGemLightningPenetrationSupport,Lightning Penetration,번개 Penetration,
gem,Metadata/Items/Gems/SkillGemLightningRod,Lightning Rod,번개 Rod,
gem,Metadata/Items/Gems/SkillGemLightningSpear,Lightning Spear,번개 창,
gem,Metadata/Items/Gems/SkillGemLightningWarp,Lightning Warp,번개 Warp,
gem,Metadata/Items/Gems/SkillGemLingeringIllusion,Lingering Illusion,Lingering Illusion,
gem,Metadata/Items/Gems/SkillGemLivingBombPlayer,Living Bomb,Living 폭탄,
gem,Metadata/Items/Gems/SkillGemLivingLightningSupport,Living Lightning,Living 번개,
gem,Metadata/Items/Gems/SkillGemLivingLightningSupportTwo,Living Lightning II,Living 번개 II,
gem,Metadata/Items/Gems/SkillGemLockdownSupport,Lockdown,Lockdown,
gem,Metadata/Items/Gems/SkillGemLongFuseSupport,Long Fuse I,Long Fuse I,
gem,Metadata/Items/Gems/SkillGemLongFuseSupportTwo,Long Fuse II,Long Fuse II,
gem,Metadata/Items/Gems/SkillGemLoyaltySupport,Loyalty,Loyalty,
gem,Metadata/Items/Gems/SkillGemLunarAssault,Lunar Assault,Lunar Assault,
gem,Metadata/Items/Gems/SkillGemMagmaBarrier,Magma Barrier,Magma 방벽,
gem,Metadata/Items/Gems/SkillGemMagneticRemnantsSupport,Magnetic Remnants,Magnetic Remnants,
gem,Metadata/Items/Gems/SkillGemMagneticSalvo,Magnetic Salvo,Magnetic Salvo,
gem,Metadata/Items/Gems/SkillGemMagnifiedAreaSupport,Magnified Area I,Magnified 범위 I,
gem,Metadata/Items/Gems/SkillGemMagnifiedAreaSupportTwo,Magnified Area II,Magnified 범위 II,
gem,Metadata/Items/Gems/SkillGemMaimSupport,Maim,Maim,
gem,Metadata/Items/Gems/SkillGemMaladySupport,Malady,Malady,
gem,Metadata/Items/Gems/SkillGemMalice,Malice,Malice,
gem,Metadata/Items/Gems/SkillGemManaDrain,Mana Drain,마나 Drain,
gem,Metadata/Items/Gems/SkillGemManaFlareSupport,Mana Flare,마나 Flare,
gem,Metadata/Items/Gems/SkillGemManaFlaskSupport,Mana Bounty,마나 Bounty,
gem,Metadata/Items/Gems/SkillGemManaFountainSupport,Font of Mana,Font의 마나,
gem,Metadata/Items/Gems/SkillGemManaLeechSupport,Mana Leech,마나 흡수,
gem,Metadata/Items/Gems/SkillGemManaOnCullSupport,Soul Drain,Soul Drain,
gem,Metadata/Items/Gems/SkillGemManaRemnants,Mana Remnants,마나 Remnants,
gem,Metadata/Items/Gems/SkillGemManaTempest,Mana Tempest,마나 Tempest,
gem,Metadata/Items/Gems/SkillGemManifestWeapon,Manifest Weapon,Manifest 무기,
gem,Metadata/Items/Gems/SkillGemMantraOfDestruction,Mantra of Destruction,Mantra의 Destruction,
gem,Metadata/Items/Gems/SkillGemMarkForDeathSupport,Mark for Death,징표 동안 Death,
gem,Metadata/Items/Gems/SkillGemMarkForDeathSupportTwo,Mark for Death II,징표 동안 Death II,
gem,Metadata/Items/Gems/SkillGemMarkOfSiphoningSupport,Mark of Siphoning,징표의 Siphoning,
gem,Metadata/Items/Gems/SkillGemMarkOfSiphoningSupportTwo,Mark of Siphoning II,징표의 Siphoning II,
gem,Metadata/Items/Gems/SkillGemMeatShieldSupport,Meat Shield I,Meat 방패 I,
gem,Metadata/Items/Gems/SkillGemMeatShieldSupportTwo,Meat Shield II,Meat 방패 II,
gem,Metadata/Items/Gems/SkillGemMeleePhysicalDamageSupport,Heavy Swing,Heavy Swing,
gem,Metadata/Items/Gems/SkillGemMetaDeadeyeMarks,Called Shots,Called Shots,
gem,Metadata/Items/Gems/SkillGemMetaSpellTotem,Spell Totem,주문 토템,
gem,Metadata/Items/Gems/SkillGemMinionInstabilitySupport,Minion Instability,소환수 Instability,
gem,Metadata/Items/Gems/SkillGemMinionMasterySupport,Minion Mastery,소환수 숙련,
gem,Metadata/Items/Gems/SkillGemMinionPactSupport,Minion Pact I,소환수 Pact I,
gem,Metadata/Items/Gems/SkillGemMinionPactSupportTwo,Minion Pact II,소환수 Pact II,
gem,Metadata/Items/Gems/SkillGemMirageArcher,Mirage Archer,Mirage Archer,
gem,Metadata/Items/Gems/SkillGemMirrorOfRefraction,Mirror of Refraction,Mirror의 Refraction,
gem,Metadata/Items/Gems/SkillGemMobilitySupport,Mobility,Mobility,
gem,Metadata/Items/Gems/SkillGemMoltenBlast,Molten Blast,Molten Blast,
gem,Metadata/Items/Gems/SkillGemMoltenCrash,Molten Crash,Molten Crash,
gem,Metadata/Items/Gems/SkillGemMomentumSupport,Momentum,Momentum,
gem,Metadata/Items/Gems/SkillGemMorganasTempestSupport,Morgana's Tempest,Morgana's Tempest,
gem,Metadata/Items/Gems/SkillGemMortarCannon,Mortar Cannon,Mortar Cannon,
gem,Metadata/Items/Gems/SkillGemMultishotSupport,Multishot I,Multishot I,
gem,Metadata/Items/Gems/SkillGemMultishotSupportTwo,Multishot II,Multishot II,
gem,Metadata/Items/Gems/SkillGemMusterSupport,Muster,Muster,
gem,Metadata/Items/Gems/SkillGemMysticismSupport,Mysticism I,Mysticism I,
gem,Metadata/Items/Gems/SkillGemMysticismSupportTwo,Mysticism II,Mysticism II,
gem,Metadata/Items/Gems/SkillGemNadirSupport,Nadir,Nadir,
gem,Metadata/Items/Gems/SkillGemNeuralOverload,Neural Overload,Neural Overload,
gem,Metadata/Items/Gems/SkillGemNimbleReloadSupport,Nimble Reload,Nimble Reload,
gem,Metadata/Items/Gems/SkillGemNovaProjectilesSupport,Nova Projectiles I,폭발 투사체 I,
gem,Metadata/Items/Gems/SkillGemNovaProjectilesTwoSupport,Nova Projectiles II,폭발 투사체 II,
gem,Metadata/Items/Gems/SkillGemOilBarrage,Oil Barrage,Oil Barrage,
gem,Metadata/Items/Gems/SkillGemOilGrenade,Oil Grenade,Oil 수류탄,
gem,Metadata/Items/Gems/SkillGemOisinsOathSupport,Oisín's Oath,Oisín's Oath,
gem,Metadata/Items/Gems/SkillGemOpeningMoveSupport,Opening Move,Opening Move,
gem,Metadata/Items/Gems/SkillGemOrbOfStorms,Orb of Storms,Orb의 Storms,
gem,Metadata/Items/Gems/SkillGemOutmaneuverSupport,Outmaneuver,Outmaneuver,
gem,Metadata/Items/Gems/SkillGemOverchargeSupport,Overcharge,Overcharge,
gem,Metadata/Items/Gems/SkillGemOverextendSupport,Overextend,Overextend,
gem,Metadata/Items/Gems/SkillGemOverreachSupport,Overreach,Overreach,
gem,Metadata/Items/Gems/SkillGemOverwhelmingPresence,Overwhelming Presence,Overwhelming Presence,
gem,Metadata/Items/Gems/SkillGemPainOffering,Pain Offering,Pain 공물,
gem,Metadata/Items/Gems/SkillGemParry,Parry,Parry,
gem,Metadata/Items/Gems/SkillGemPayloadSupport,Payload,Payload,
gem,Metadata/Items/Gems/SkillGemPerfectEnduranceSupport,Perfected Endurance,Perfected 인내,
gem,Metadata/Items/Gems/SkillGemPerfectStrike,Perfect Strike,Perfect Strike,
gem,Metadata/Items/Gems/SkillGemPerfectionSupport,Perfection,Perfection,
gem,Metadata/Items/Gems/SkillGemPermafrostBolts,Permafrost Bolts,Permafrost 화살,
gem,Metadata/Items/Gems/SkillGemPerpetualCharge,Perpetual Charge,Perpetual 충전,
gem,Metadata/Items/Gems/SkillGemPersistentGroundSupport,Persistent Ground I,Persistent Ground I,
gem,Metadata/Items/Gems/SkillGemPersistentGroundSupportThree,Persistent Ground III,Persistent Ground III,
gem,Metadata/Items/Gems/SkillGemPersistentGroundSupportTwo,Persistent Ground II,Persistent Ground II,
gem,Metadata/Items/Gems/SkillGemPhantasmalArrowPlayer,Phantasmal Arrow,Phantasmal 화살,
gem,Metadata/Items/Gems/SkillGemPhysicalMasterySupport,Physical Mastery,물리 숙련,
gem,Metadata/Items/Gems/SkillGemPierceSupport,Pierce I,Pierce I,
gem,Metadata/Items/Gems/SkillGemPierceSupportThree,Pierce III,Pierce III,
gem,Metadata/Items/Gems/SkillGemPierceSupportTwo,Pierce II,Pierce II,
gem,Metadata/Items/Gems/SkillGemPietysMercySupport,Dominus' Grasp,Dominus' Grasp,
gem,Metadata/Items/Gems/SkillGemPinSupport,Pin I,Pin I,
gem,Metadata/Items/Gems/SkillGemPinSupportThree,Pin III,Pin III,
gem,Metadata/Items/Gems/SkillGemPinSupportTwo,Pin II,Pin II,
gem,Metadata/Items/Gems/SkillGemPinnacleOfPower,Pinnacle of Power,Pinnacle의 권능,
gem,Metadata/Items/Gems/SkillGemPinpointCritical,Pinpoint Critical,Pinpoint 치명타,
gem,Metadata/Items/Gems/SkillGemPlagueBearer,Plague Bearer,Plague Bearer,
gem,Metadata/Items/Gems/SkillGemPlasmaBlast,Plasma Blast,Plasma Blast,
gem,Metadata/Items/Gems/SkillGemPlayerDefault1HMace,Mace Strike,Mace Strike,
gem,Metadata/Items/Gems/SkillGemPlayerDefault2HMace,Mace Strike,Mace Strike,
gem,Metadata/Items/Gems/SkillGemPlayerDefaultBow,Bow Shot,활 Shot,
gem,Metadata/Items/Gems/SkillGemPlayerDefaultCrossbow,Crossbow Shot,쇠뇌 Shot,
gem,Metadata/Items/Gems/SkillGemPlayerDefaultMaceMace,Mace Strike,Mace Strike,
gem,Metadata/Items/Gems/SkillGemPlayerDefaultQuarterstaff,Quarterstaff Strike,육척봉 Strike,
gem,Metadata/Items/Gems/SkillGemPlayerDefaultSpear,Spear Stab,창 Stab,
gem,Metadata/Items/Gems/SkillGemPlayerDefaultSpearOffHand,Spear Stab,창 Stab,
